source,product_id,name,brand,category,size_text,price_nis,unit_price_text,bulk_price_text,saving_text,badges,product_url,image_url,in_stock,raw_text,scraped_at
shufersal,7290000176420,קפה נמס 200 גרם עלית,,shufersal store 003,200.00 100 גרם,26.9,₪13.45/100 גרם,,,[],,,True,"shufersal store 003, item 7290000176420",2026-06-28T19:58:36.001319+00:00
shufersal,7290000176475,קפה נמס האג נטול200 עלית,,shufersal store 003,200.00 100 גרם,46.9,₪23.45/100 גרם,,,[],,,True,"shufersal store 003, item 7290000176475",2026-06-28T19:58:36.001319+00:00
shufersal,7290000178103,שוקולד חלב פרה 100*4 גרם,,shufersal store 003,400.00 100 גרם,32.9,₪8.23/100 גרם,,,[],,,True,"shufersal store 003, item 7290000178103",2026-06-28T19:58:36.001319+00:00
shufersal,7290000178134,שוקולד פרה מריר 100*4גרם,,shufersal store 003,400.00 100 גרם,32.9,₪8.23/100 גרם,,,[],,,True,"shufersal store 003, item 7290000178134",2026-06-28T19:58:36.001319+00:00
shufersal,7290000178707,תפוציפס בטעם טבעי 50 גר,,shufersal store 003,50.00 100 גרם,5.2,₪10.40/100 גרם,,,[],,,True,"shufersal store 003, item 7290000178707",2026-06-28T19:58:36.001319+00:00
shufersal,7290000178721,תפוציפס טבעי 200 גרם,,shufersal store 003,200.00 100 גרם,12.9,₪6.45/100 גרם,,,[],,,True,"shufersal store 003, item 7290000178721",2026-06-28T19:58:36.001319+00:00
shufersal,7290000181103,עד חצות שוק.חלב200ג עלית,,shufersal store 003,200.00 100 גרם,19.9,₪9.95/100 גרם,,,[],,,True,"shufersal store 003, item 7290000181103",2026-06-28T19:58:36.001319+00:00
shufersal,7290000186931,כריות קרצוף חתוכות ניקול,,shufersal store 003,1.00 יחידות,13.9,₪13.90/יחידות,,,[],,,True,"shufersal store 003, item 7290000186931",2026-06-28T19:58:36.001319+00:00
shufersal,7290000187938,נייר טואלט לילי פסטל32גל,,shufersal store 003,552.00 מטרים,43.9,₪0.08/מטרים,,,[],,,True,"shufersal store 003, item 7290000187938",2026-06-28T19:58:36.001319+00:00
shufersal,7290000188355,מגבות נייר ניקול 6גלילים,,shufersal store 003,59.00 מטרים,13.9,₪0.24/מטרים,,,[],,,True,"shufersal store 003, item 7290000188355",2026-06-28T19:58:36.001319+00:00
shufersal,7290000188553,קוטקס מגן תחתון נורמל,,shufersal store 003,1.00 יחידות,24.5,₪24.50/יחידות,,,[],,,True,"shufersal store 003, item 7290000188553",2026-06-28T19:58:36.001319+00:00
shufersal,7290000188591,קוטקס מגן תחתון יאנג,,shufersal store 003,1.00 יחידות,24.5,₪24.50/יחידות,,,[],,,True,"shufersal store 003, item 7290000188591",2026-06-28T19:58:36.001319+00:00
shufersal,7290000189192,ניקול מגבת רב שימושית,,shufersal store 003,18.00 מטרים,24.9,₪1.38/מטרים,,,[],,,True,"shufersal store 003, item 7290000189192",2026-06-28T19:58:36.001319+00:00
shufersal,7290000189482,3תב.אפייה מקרטון ניקול,,shufersal store 003,1.00 יחידות,11.5,₪11.50/יחידות,,,[],,,True,"shufersal store 003, item 7290000189482",2026-06-28T19:58:36.001319+00:00
shufersal,7290000189505,4ת.אפיה אינגלישקיק ניקול,,shufersal store 003,1.00 יחידות,11.5,₪11.50/יחידות,,,[],,,True,"shufersal store 003, item 7290000189505",2026-06-28T19:58:36.001319+00:00
shufersal,7290000190150,מפיות 3 שכבתיות מעוצבות,,shufersal store 003,1.00 יחידות,9.9,₪9.90/יחידות,,,[],,,True,"shufersal store 003, item 7290000190150",2026-06-28T19:58:36.001319+00:00
shufersal,7290000190853,נייר טואלט לילי פיור30גל,,shufersal store 003,517.00 מטרים,46.9,₪0.09/מטרים,,,[],,,True,"shufersal store 003, item 7290000190853",2026-06-28T19:58:36.001319+00:00
shufersal,7290000191225,42האגיס אקסטרה קר מידה 2,,shufersal store 003,1.00 יחידות,36.9,₪36.90/יחידות,,,[],,,True,"shufersal store 003, item 7290000191225",2026-06-28T19:58:36.001319+00:00
shufersal,7290000191539,מגבוני אף לילי צבעוני,,shufersal store 003,1.00 יחידות,16.5,₪16.50/יחידות,,,[],,,True,"shufersal store 003, item 7290000191539",2026-06-28T19:58:36.001319+00:00
shufersal,7290000191546,מגבוני לילי צבעוני 3*90י,,shufersal store 003,1.00 יחידות,12.9,₪12.90/יחידות,,,[],,,True,"shufersal store 003, item 7290000191546",2026-06-28T19:58:36.001319+00:00
shufersal,7290000191652,קלינקס מעוצב 3*90 יחידות,,shufersal store 003,1.00 יחידות,14.5,₪14.50/יחידות,,,[],,,True,"shufersal store 003, item 7290000191652",2026-06-28T19:58:36.001319+00:00
shufersal,7290000193083,תחבושות נובה לי 28 יח',,shufersal store 003,1.00 יחידות,11.9,₪11.90/יחידות,,,[],,,True,"shufersal store 003, item 7290000193083",2026-06-28T19:58:36.001319+00:00
shufersal,7290000193205,20 תחבושות לילי ללילה,,shufersal store 003,1.00 יחידות,18.9,₪18.90/יחידות,,,[],,,True,"shufersal store 003, item 7290000193205",2026-06-28T19:58:36.001319+00:00
shufersal,7290000193656,לילי תחבושות סופר פלוס,,shufersal store 003,1.00 יחידות,18.9,₪18.90/יחידות,,,[],,,True,"shufersal store 003, item 7290000193656",2026-06-28T19:58:36.001319+00:00
shufersal,7290000194837,שקיות מזון XL עם קשירה,,shufersal store 003,1.00 יחידות,13.9,₪13.90/יחידות,,,[],,,True,"shufersal store 003, item 7290000194837",2026-06-28T19:58:36.001319+00:00
shufersal,7290000195216,נייר אפייה 50יח ניקול,,shufersal store 003,1.00 יחידות,13.9,₪13.90/יחידות,,,[],,,True,"shufersal store 003, item 7290000195216",2026-06-28T19:58:36.001319+00:00
shufersal,7290000195537,מגב.האגיס ללא בישום 4*56,,shufersal store 003,1.00 יחידות,24.9,₪24.90/יחידות,,,[],,,True,"shufersal store 003, item 7290000195537",2026-06-28T19:58:36.001319+00:00
shufersal,7290000197012,שקיות ריצרץ+סגר15י ניקול,,shufersal store 003,1.00 יחידות,15.9,₪15.90/יחידות,,,[],,,True,"shufersal store 003, item 7290000197012",2026-06-28T19:58:36.001319+00:00
shufersal,7290000197081,ניילון נצמד מתקן לחיתוך,,shufersal store 003,150.00 מטרים,30.9,₪0.21/מטרים,,,[],,,True,"shufersal store 003, item 7290000197081",2026-06-28T19:58:36.001319+00:00
shufersal,7290000197425,האגיס פרידום דריי מידה3,,shufersal store 003,1.00 יחידות,48.9,₪48.90/יחידות,,,[],,,True,"shufersal store 003, item 7290000197425",2026-06-28T19:58:36.001319+00:00
shufersal,7290000197456,האגיס פרידום דריי מידה 4,,shufersal store 003,1.00 יחידות,48.9,₪48.90/יחידות,,,[],,,True,"shufersal store 003, item 7290000197456",2026-06-28T19:58:36.001319+00:00
shufersal,7290000197463,האגיס פרידום דריי 4+,,shufersal store 003,1.00 יחידות,48.9,₪48.90/יחידות,,,[],,,True,"shufersal store 003, item 7290000197463",2026-06-28T19:58:36.001319+00:00
shufersal,7290000197548,האגיס פרידום דריי מידה 5,,shufersal store 003,1.00 יחידות,48.9,₪48.90/יחידות,,,[],,,True,"shufersal store 003, item 7290000197548",2026-06-28T19:58:36.001319+00:00
shufersal,7290000197678,האגיס פרידום דריי מידה 6,,shufersal store 003,1.00 יחידות,48.9,₪48.90/יחידות,,,[],,,True,"shufersal store 003, item 7290000197678",2026-06-28T19:58:36.001319+00:00
shufersal,7290000197753,ניילון נצמד ניקול 2*30מ,,shufersal store 003,60.00 מטרים,14.9,₪0.25/מטרים,,,[],,,True,"shufersal store 003, item 7290000197753",2026-06-28T19:58:36.001319+00:00
shufersal,7290000199313,תחבושות קוטקס יאנג 28 יח,,shufersal store 003,1.00 יחידות,23.9,₪23.90/יחידות,,,[],,,True,"shufersal store 003, item 7290000199313",2026-06-28T19:58:36.001319+00:00
shufersal,7290000201870,29 טיטולים פרימיום שלב 6,,shufersal store 003,1.00 יחידות,32.9,₪32.90/יחידות,,,[],,,True,"shufersal store 003, item 7290000201870",2026-06-28T19:58:36.001319+00:00
shufersal,7290000204611,ספוגית הקסם 6יח ניקול,,shufersal store 003,1.00 יחידות,14.9,₪14.90/יחידות,,,[],,,True,"shufersal store 003, item 7290000204611",2026-06-28T19:58:36.001319+00:00
shufersal,7290000207063,רוטב עגבניות פריכוז240גר,,shufersal store 003,240.00 100 גרם,6.5,₪2.71/100 גרם,,,[],,,True,"shufersal store 003, item 7290000207063",2026-06-28T19:58:36.001319+00:00
shufersal,7290000207162,רוטב עגבניות22% יכין100ג,,shufersal store 003,100.00 100 גרם,3.5,₪3.50/100 גרם,,,[],,,True,"shufersal store 003, item 7290000207162",2026-06-28T19:58:36.001319+00:00
shufersal,7290000208008,חריסה 570 גרם,,shufersal store 003,570.00 100 גרם,12.9,₪2.26/100 גרם,,,[],,,True,"shufersal store 003, item 7290000208008",2026-06-28T19:58:36.001319+00:00
shufersal,7290000208022,עגבניות מרוסקות800ג יכין,,shufersal store 003,800.00 100 גרם,11.9,₪1.49/100 גרם,,,[],,,True,"shufersal store 003, item 7290000208022",2026-06-28T19:58:36.001319+00:00
shufersal,7290000208077,אפונת גינה גדול יכין550ג,,shufersal store 003,550.00 100 גרם,10.9,₪1.98/100 גרם,,,[],,,True,"shufersal store 003, item 7290000208077",2026-06-28T19:58:36.001319+00:00
shufersal,7290000208091,אפונת גינה קטנה 550 גרם,,shufersal store 003,550.00 100 גרם,10.9,₪1.98/100 גרם,,,[],,,True,"shufersal store 003, item 7290000208091",2026-06-28T19:58:36.001319+00:00
shufersal,7290000208114,אפונה וגזר 550 גרם,,shufersal store 003,550.00 100 גרם,10.9,₪1.98/100 גרם,,,[],,,True,"shufersal store 003, item 7290000208114",2026-06-28T19:58:36.001319+00:00
shufersal,7290000208138,סירופ ענבים דיאט1ל יכין,,shufersal store 003,1.00 1ליטר,13.9,₪13.90/1ליטר,,,[],,,True,"shufersal store 003, item 7290000208138",2026-06-28T19:58:36.001319+00:00
shufersal,7290000208145,תירס לייט יכין 550 גרם,,shufersal store 003,550.00 100 גרם,11.9,₪2.16/100 גרם,,,[],,,True,"shufersal store 003, item 7290000208145",2026-06-28T19:58:36.001319+00:00
shufersal,7290000208213,שעועית ברוטב עגבניות580ג,,shufersal store 003,580.00 100 גרם,10.9,₪1.88/100 גרם,,,[],,,True,"shufersal store 003, item 7290000208213",2026-06-28T19:58:36.001319+00:00
shufersal,7290000208244,בסיס עגב לשקשוקה יכין570,,shufersal store 003,570.00 100 גרם,10.9,₪1.91/100 גרם,,,[],,,True,"shufersal store 003, item 7290000208244",2026-06-28T19:58:36.001319+00:00
shufersal,7290000208312,תירס מתוק יכין בואקום400,,shufersal store 003,400.00 100 גרם,8.9,₪2.23/100 גרם,,,[],,,True,"shufersal store 003, item 7290000208312",2026-06-28T19:58:36.001319+00:00
shufersal,7290000208329,גרעיני תירס מתוק יכין550,,shufersal store 003,550.00 100 גרם,10.9,₪1.98/100 גרם,,,[],,,True,"shufersal store 003, item 7290000208329",2026-06-28T19:58:36.001319+00:00
shufersal,7290000208336,רוטב עגב22%מרוכז יכין240,,shufersal store 003,240.00 100 גרם,5.9,₪2.46/100 גרם,,,[],,,True,"shufersal store 003, item 7290000208336",2026-06-28T19:58:36.001319+00:00
shufersal,7290000208428,חומוס שלם יכין 550 גרם,,shufersal store 003,560.00 100 גרם,10.9,₪1.95/100 גרם,,,[],,,True,"shufersal store 003, item 7290000208428",2026-06-28T19:58:36.001319+00:00
shufersal,7290000208855,רוטב פסטה יכין 240 גרם,,shufersal store 003,240.00 100 גרם,7.9,₪3.29/100 גרם,,,[],,,True,"shufersal store 003, item 7290000208855",2026-06-28T19:58:36.001319+00:00
shufersal,7290000208947,עגבניות קצוצות יכין 240,,shufersal store 003,240.00 100 גרם,7.9,₪3.29/100 גרם,,,[],,,True,"shufersal store 003, item 7290000208947",2026-06-28T19:58:36.001319+00:00
shufersal,7290000209012,חומץ 5% 1 ליטר,,shufersal store 003,1000.00 100 מיליליטר,6.9,₪0.69/100 מיליליטר,,,[],,,True,"shufersal store 003, item 7290000209012",2026-06-28T19:58:36.001319+00:00
shufersal,7290000209043,רוטב לימון 1 ליטר יכין,,shufersal store 003,1000.00 100 מיליליטר,6.9,₪0.69/100 מיליליטר,,,[],,,True,"shufersal store 003, item 7290000209043",2026-06-28T19:58:36.001319+00:00
shufersal,7290000209371,גרעיני תירס 3*165ג יכין,,shufersal store 003,495.00 100 גרם,16.9,₪3.41/100 גרם,,,[],,,True,"shufersal store 003, item 7290000209371",2026-06-28T19:58:36.001319+00:00
shufersal,7290000209388,תירס מתוק לייט3*200 יכין,,shufersal store 003,600.00 100 גרם,16.9,₪2.82/100 גרם,,,[],,,True,"shufersal store 003, item 7290000209388",2026-06-28T19:58:36.001319+00:00
shufersal,7290000209517,סירופ דיאט לימון 1 ליטר,,shufersal store 003,1.00 1ליטר,13.9,₪13.90/1ליטר,,,[],,,True,"shufersal store 003, item 7290000209517",2026-06-28T19:58:36.001319+00:00
shufersal,7290000209524,סירופ דיאט פטל 1 ל יכין,,shufersal store 003,1.00 1ליטר,13.9,₪13.90/1ליטר,,,[],,,True,"shufersal store 003, item 7290000209524",2026-06-28T19:58:36.001319+00:00
shufersal,7290000209531,סירופ דיאט אשכוליות 1 ל,,shufersal store 003,1.00 1ליטר,13.9,₪13.90/1ליטר,,,[],,,True,"shufersal store 003, item 7290000209531",2026-06-28T19:58:36.001319+00:00
shufersal,7290000209555,סירופ תפוחי עץ דיאט 1 ל,,shufersal store 003,1.00 1ליטר,13.9,₪13.90/1ליטר,,,[],,,True,"shufersal store 003, item 7290000209555",2026-06-28T19:58:36.001319+00:00
shufersal,7290000209579,סירופ דיאט אננס 1 ליכין,,shufersal store 003,1.00 1ליטר,13.9,₪13.90/1ליטר,,,[],,,True,"shufersal store 003, item 7290000209579",2026-06-28T19:58:36.001319+00:00
shufersal,7290000209722,רוטב עגב פריכוז יכין580ג,,shufersal store 003,580.00 100 גרם,13.9,₪2.40/100 גרם,,,[],,,True,"shufersal store 003, item 7290000209722",2026-06-28T19:58:36.001319+00:00
shufersal,7290000209944,רוטב לשקשוקה יכין 240ג,,shufersal store 003,240.00 100 גרם,7.9,₪3.29/100 גרם,,,[],,,True,"shufersal store 003, item 7290000209944",2026-06-28T19:58:36.001319+00:00
shufersal,7290000209951,רוטב לפיצה יכין 240גרם,,shufersal store 003,240.00 100 גרם,7.9,₪3.29/100 גרם,,,[],,,True,"shufersal store 003, item 7290000209951",2026-06-28T19:58:36.001319+00:00
shufersal,7290000209968,רוטב ללזניה יכין 240 גרם,,shufersal store 003,240.00 100 גרם,7.9,₪3.29/100 גרם,,,[],,,True,"shufersal store 003, item 7290000209968",2026-06-28T19:58:36.001319+00:00
shufersal,7290000210896,רוטב בולונז 260ג יכין,,shufersal store 003,260.00 100 גרם,7.9,₪3.04/100 גרם,,,[],,,True,"shufersal store 003, item 7290000210896",2026-06-28T19:58:36.001319+00:00
shufersal,7290000211169,"אורז תאילנדי סוגת 1 ק""ג",,shufersal store 003,1.00 1קילוגרם,8.9,₪8.90/1קילוגרם,,,[],,,True,"shufersal store 003, item 7290000211169",2026-06-28T19:58:36.001319+00:00
shufersal,7290000211442,אורז פרסי קלאסי 1קג סוגת,,shufersal store 003,1.00 1קילוגרם,11.9,₪11.90/1קילוגרם,,,[],,,True,"shufersal store 003, item 7290000211442",2026-06-28T19:58:36.001319+00:00
shufersal,7290000211985,"אורז עגול 1 ק""ג סוגת",,shufersal store 003,1.00 1קילוגרם,13.9,₪13.90/1קילוגרם,,,[],,,True,"shufersal store 003, item 7290000211985",2026-06-28T19:58:36.001319+00:00
shufersal,7290000238029,בצק עלים מרודד1ק מעדנות,,shufersal store 003,1.00 1קילוגרם,26.9,₪26.90/1קילוגרם,,,[],,,True,"shufersal store 003, item 7290000238029",2026-06-28T19:58:36.001319+00:00
shufersal,7290000238036,מלווח מעדנות 700 גרם,,shufersal store 003,700.00 100 גרם,21.9,₪3.13/100 גרם,,,[],,,True,"shufersal store 003, item 7290000238036",2026-06-28T19:58:36.001319+00:00
shufersal,7290000238180,"בורקס תפו""א 800 גרם",,shufersal store 003,800.00 100 גרם,25.9,₪3.24/100 גרם,,,[],,,True,"shufersal store 003, item 7290000238180",2026-06-28T19:58:36.001319+00:00
shufersal,7290000244143,קרם הוואי לאחר גילוח120מ,,shufersal store 003,120.00 100 מיליליטר,20.9,₪17.42/100 מיליליטר,,,[],,,True,"shufersal store 003, item 7290000244143",2026-06-28T19:58:36.001319+00:00
shufersal,7290000244761,"קרם ידיים ולווטה 100 מ""ל",,shufersal store 003,100.00 100 מיליליטר,13.9,₪13.90/100 מיליליטר,,,[],,,True,"shufersal store 003, item 7290000244761",2026-06-28T19:58:36.001319+00:00
shufersal,7290000253251,שוקולד ציפס לבן 250 גרם,,shufersal store 003,250.00 100 גרם,15.9,₪6.36/100 גרם,,,[],,,True,"shufersal store 003, item 7290000253251",2026-06-28T19:58:36.001319+00:00
shufersal,7290000262031,נייר טואלט מולט 32 גליל,,shufersal store 003,528.00 מטרים,33.9,₪0.06/מטרים,,,[],,,True,"shufersal store 003, item 7290000262031",2026-06-28T19:58:36.001319+00:00
shufersal,7290000267012,שקד מולבן שלם100גשקדיה,,shufersal store 003,100.00 100 גרם,14.9,₪14.90/100 גרם,,,[],,,True,"shufersal store 003, item 7290000267012",2026-06-28T19:58:36.001319+00:00
shufersal,7290000267029,שקד מולבן חצוי100גשקדיה,,shufersal store 003,100.00 100 גרם,14.9,₪14.90/100 גרם,,,[],,,True,"shufersal store 003, item 7290000267029",2026-06-28T19:58:36.001319+00:00
shufersal,7290000267036,שקד מולבן משובב100גשקדיה,,shufersal store 003,100.00 100 גרם,14.9,₪14.90/100 גרם,,,[],,,True,"shufersal store 003, item 7290000267036",2026-06-28T19:58:36.001319+00:00
shufersal,7290000267043,שקד מולבן פרוס100גשקדיה,,shufersal store 003,100.00 100 גרם,14.9,₪14.90/100 גרם,,,[],,,True,"shufersal store 003, item 7290000267043",2026-06-28T19:58:36.001319+00:00
shufersal,7290000267050,שקד טבעי טחון100ג-שקדיה,,shufersal store 003,100.00 100 גרם,14.9,₪14.90/100 גרם,,,[],,,True,"shufersal store 003, item 7290000267050",2026-06-28T19:58:36.001319+00:00
shufersal,7290000267104,שקד טבעי גרוס100גשקדיה,,shufersal store 003,100.00 100 גרם,14.9,₪14.90/100 גרם,,,[],,,True,"shufersal store 003, item 7290000267104",2026-06-28T19:58:36.001319+00:00
shufersal,7290000267548,אגוז מלך טחון100גשקדיה,,shufersal store 003,100.00 100 גרם,14.9,₪14.90/100 גרם,,,[],,,True,"shufersal store 003, item 7290000267548",2026-06-28T19:58:36.001319+00:00
shufersal,7290000267609,פיסטוק חלבי קלוף 150גרם,,shufersal store 003,150.00 100 גרם,29.9,₪19.93/100 גרם,,,[],,,True,"shufersal store 003, item 7290000267609",2026-06-28T19:58:36.001319+00:00
shufersal,7290000267616,צנובר 100גרם,,shufersal store 003,100.00 100 גרם,29.9,₪29.90/100 גרם,,,[],,,True,"shufersal store 003, item 7290000267616",2026-06-28T19:58:36.001319+00:00
shufersal,7290000267678,גרעין דלעת טבעי קלוף150ג,,shufersal store 003,150.00 100 גרם,18.9,₪12.60/100 גרם,,,[],,,True,"shufersal store 003, item 7290000267678",2026-06-28T19:58:36.001319+00:00
shufersal,7290000272443,סירופ תפוז דיאט 1 ליטר,,shufersal store 003,1.00 1ליטר,13.5,₪13.50/1ליטר,,,[],,,True,"shufersal store 003, item 7290000272443",2026-06-28T19:58:36.001319+00:00
shufersal,7290000272696,מיץ לימון משומר-עסיס 1ל,,shufersal store 003,1.00 1ליטר,12.5,₪12.50/1ליטר,,,[],,,True,"shufersal store 003, item 7290000272696",2026-06-28T19:58:36.001319+00:00
shufersal,7290000272726,חומץ 5% 1 ליטר אסם,,shufersal store 003,1.00 1ליטר,8.9,₪8.90/1ליטר,,,[],,,True,"shufersal store 003, item 7290000272726",2026-06-28T19:58:36.001319+00:00
shufersal,7290000287102,סנו שמפו לשטיחים 540 גרם,,shufersal store 003,540.00 100 גרם,21.9,₪4.06/100 גרם,,,[],,,True,"shufersal store 003, item 7290000287102",2026-06-28T19:58:36.001319+00:00
shufersal,7290000288024,סנו ג'אוול לימון 4 ליטר,,shufersal store 003,4.00 1ליטר,17.9,₪4.48/1ליטר,,,[],,,True,"shufersal store 003, item 7290000288024",2026-06-28T19:58:36.001319+00:00
shufersal,7290000288079,סנו גאוול לימון 2 ליטר,,shufersal store 003,2.00 1ליטר,13.9,₪6.95/1ליטר,,,[],,,True,"shufersal store 003, item 7290000288079",2026-06-28T19:58:36.001319+00:00
shufersal,7290000288352,K-300 קוטל חרק./זוחל630מ,,shufersal store 003,630.00 100 מיליליטר,23.5,₪3.73/100 מיליליטר,,,[],,,True,"shufersal store 003, item 7290000288352",2026-06-28T19:58:36.001319+00:00
shufersal,7290000289069,סנו גאוול מרסס לימון 1ל,,shufersal store 003,1.00 1ליטר,19.9,₪19.90/1ליטר,,,[],,,True,"shufersal store 003, item 7290000289069",2026-06-28T19:58:36.001319+00:00
shufersal,7290000292687,סנובון אסלה כחול 3*55ג,,shufersal store 003,165.00 100 גרם,18.5,₪11.21/100 גרם,,,[],,,True,"shufersal store 003, item 7290000292687",2026-06-28T19:58:36.001319+00:00
shufersal,7290000294780,סנו גאול אקונומ.סמיכה4ל,,shufersal store 003,4.00 1ליטר,17.9,₪4.48/1ליטר,,,[],,,True,"shufersal store 003, item 7290000294780",2026-06-28T19:58:36.001319+00:00
shufersal,7290000300900,שניצל תירס 750 גרם,,shufersal store 003,750.00 100 גרם,35.9,₪4.79/100 גרם,,,[],,,True,"shufersal store 003, item 7290000300900",2026-06-28T19:58:36.001319+00:00
shufersal,7290000302027,טיים רד פאקט,,shufersal store 003,1.00 יחידות,410.0,₪410.00/יחידות,,,[],,,True,"shufersal store 003, item 7290000302027",2026-06-28T19:58:36.001319+00:00
shufersal,7290000311043,"עוג.קקאו ש.שועל לל""ס200ג",,shufersal store 003,200.00 100 גרם,11.9,₪5.95/100 גרם,,,[],,,True,"shufersal store 003, item 7290000311043",2026-06-28T19:58:36.001319+00:00
shufersal,7290000311128,עוגיות חמאה מן 300 גרם,,shufersal store 003,300.00 100 גרם,9.9,₪3.30/100 גרם,,,[],,,True,"shufersal store 003, item 7290000311128",2026-06-28T19:58:36.001319+00:00
shufersal,7290000311203,ופלים מן בטעם שוקולד200ג,,shufersal store 003,200.00 100 גרם,6.5,₪3.25/100 גרם,,,[],,,True,"shufersal store 003, item 7290000311203",2026-06-28T19:58:36.001319+00:00
shufersal,7290000311210,ופלים מן בטעם לימון 200ג,,shufersal store 003,200.00 100 גרם,6.5,₪3.25/100 גרם,,,[],,,True,"shufersal store 003, item 7290000311210",2026-06-28T19:58:36.001319+00:00
shufersal,7290000311227,ופל מן בטעם קפה 200 גרם,,shufersal store 003,200.00 100 גרם,6.5,₪3.25/100 גרם,,,[],,,True,"shufersal store 003, item 7290000311227",2026-06-28T19:58:36.001319+00:00
shufersal,7290000311425,ופלים מצופים כחול 10*22ג,,shufersal store 003,220.00 100 גרם,11.9,₪5.41/100 גרם,,,[],,,True,"shufersal store 003, item 7290000311425",2026-06-28T19:58:36.001319+00:00
shufersal,7290000311432,"עוג.גרנולה קינמ.ללת""ס200",,shufersal store 003,200.00 100 גרם,11.9,₪5.95/100 גרם,,,[],,,True,"shufersal store 003, item 7290000311432",2026-06-28T19:58:36.001319+00:00
shufersal,7290000311463,"עוגיות חמאה ללת""ס 200 גר",,shufersal store 003,200.00 100 גרם,11.9,₪5.95/100 גרם,,,[],,,True,"shufersal store 003, item 7290000311463",2026-06-28T19:58:36.001319+00:00
shufersal,7290000311487,"ופל בטעם שוקו.ללת""ס",,shufersal store 003,140.00 100 גרם,10.9,₪7.79/100 גרם,,,[],,,True,"shufersal store 003, item 7290000311487",2026-06-28T19:58:36.001319+00:00
shufersal,7290000311500,וופלים בטעם שוקולד 500גר,,shufersal store 003,500.00 100 גרם,13.9,₪2.78/100 גרם,,,[],,,True,"shufersal store 003, item 7290000311500",2026-06-28T19:58:36.001319+00:00
shufersal,7290000311708,עוגיות מחיטה מלאה מן300ג,,shufersal store 003,300.00 100 גרם,9.9,₪3.30/100 גרם,,,[],,,True,"shufersal store 003, item 7290000311708",2026-06-28T19:58:36.001319+00:00
shufersal,7290000311715,עוגיות כוכבים שוקולד 300,,shufersal store 003,300.00 100 גרם,9.9,₪3.30/100 גרם,,,[],,,True,"shufersal store 003, item 7290000311715",2026-06-28T19:58:36.001319+00:00
shufersal,7290000311722,עוגיות כוכבים וניל 300 ג,,shufersal store 003,300.00 100 גרם,9.9,₪3.30/100 גרם,,,[],,,True,"shufersal store 003, item 7290000311722",2026-06-28T19:58:36.001319+00:00
shufersal,7290000311869,"וופל מן שוקולד ללת""ס180ג",,shufersal store 003,180.00 100 גרם,10.9,₪6.06/100 גרם,,,[],,,True,"shufersal store 003, item 7290000311869",2026-06-28T19:58:36.001319+00:00
shufersal,7290000311883,"עוגיות גרנולה ללת""ס200ג",,shufersal store 003,200.00 100 גרם,11.9,₪5.95/100 גרם,,,[],,,True,"shufersal store 003, item 7290000311883",2026-06-28T19:58:36.001319+00:00
shufersal,7290000311890,"וופלים טעם לימון לל""ס",,shufersal store 003,180.00 100 גרם,10.9,₪6.06/100 גרם,,,[],,,True,"shufersal store 003, item 7290000311890",2026-06-28T19:58:36.001319+00:00
shufersal,7290000313160,עוגיות שוקולד זהבה 250גר,,shufersal store 003,250.00 100 גרם,11.9,₪4.76/100 גרם,,,[],,,True,"shufersal store 003, item 7290000313160",2026-06-28T19:58:36.001319+00:00
shufersal,7290000313290,נודלס אטריות מסולסל200גר,,shufersal store 003,200.00 100 גרם,13.9,₪6.95/100 גרם,,,[],,,True,"shufersal store 003, item 7290000313290",2026-06-28T19:58:36.001319+00:00
shufersal,7290000318035,נקניקיות פרגיות 400 גרם,,shufersal store 003,400.00 100 גרם,17.5,₪4.38/100 גרם,,,[],,,True,"shufersal store 003, item 7290000318035",2026-06-28T19:58:36.001319+00:00
shufersal,7290000318042,פסטרמה רוסטביף יחיעם 150,,shufersal store 003,150.00 100 גרם,33.9,₪22.60/100 גרם,,,[],,,True,"shufersal store 003, item 7290000318042",2026-06-28T19:58:36.001319+00:00
shufersal,7290000318103,פסטרמה ברביקיו משקל,,shufersal store 003,1.00 1קילוגרם,100.0,₪100.00/1קילוגרם,,,[],,,True,"shufersal store 003, item 7290000318103",2026-06-28T19:58:36.001319+00:00
shufersal,7290000318127,נקניקיות ביס380ג יחיעם,,shufersal store 003,380.00 100 גרם,16.5,₪4.34/100 גרם,,,[],,,True,"shufersal store 003, item 7290000318127",2026-06-28T19:58:36.001319+00:00
shufersal,7290000318400,פסטרמה בסגנון רומני 250ג,,shufersal store 003,250.00 100 גרם,36.9,₪14.76/100 גרם,,,[],,,True,"shufersal store 003, item 7290000318400",2026-06-28T19:58:36.001319+00:00
shufersal,7290000318479,פרושוטו עגל 100 גרם,,shufersal store 003,100.00 100 גרם,35.5,₪35.50/100 גרם,,,[],,,True,"shufersal store 003, item 7290000318479",2026-06-28T19:58:36.001319+00:00
shufersal,7290000318677,סלמי סרוולט 150 גרם,,shufersal store 003,150.00 100 גרם,33.5,₪22.33/100 גרם,,,[],,,True,"shufersal store 003, item 7290000318677",2026-06-28T19:58:36.001319+00:00
shufersal,7290000318707,נקניק סלמי מעושן 500 גר,,shufersal store 003,500.00 100 גרם,39.9,₪7.98/100 גרם,,,[],,,True,"shufersal store 003, item 7290000318707",2026-06-28T19:58:36.001319+00:00
