source,product_id,name,brand,category,size_text,price_nis,unit_price_text,bulk_price_text,saving_text,badges,product_url,image_url,in_stock,raw_text,scraped_at
hahishook,517266,חמוציות מיובשות,,מומלצים,500 גרם,16.4,,401.80 ל-25 יחידות (‎,,[],https://hahishook.com/product/%d7%97%d7%9e%d7%95%d7%a6%d7%99%d7%95%d7%aa-%d7%9e%d7%99%d7%95%d7%91%d7%a9%d7%95%d7%aa-500/,https://hahishook.com/wp-content/uploads/2026/03/7290020701046-%D7%97%D7%9E%D7%95%D7%A6%D7%99%D7%95%D7%AA-%D7%91%D7%A8%D7%9B%D7%96-%D7%AA%D7%A4%D7%95%D7%97%D7%99%D7%9D-500-%D7%92%D7%A8%D7%9D-324x324.jpg,True,"🤍 ‎49.93‎₪ חסכון איך חישבנו? ראו פה ‎1256.45‎₪ חסכון איך חישבנו? ראו פה + כמות של חמוציות מיובשות – הוספה‎ לסל חמוציות מיובשות חצויות ברכז תפוחים, 500 גרם ₪ 16.40 ‏3.28‏₪ /100 ג' ₪ 401.80 ל-25 יחידות (‎-2%)",2026-06-28T19:34:46.516801+00:00
hahishook,,חמוציות מיובשות,,מומלצים,,,,,,[],,,True,חמוציות מיובשות,2026-06-28T19:34:46.519485+00:00
hahishook,50337,שקד מולבן שלם,,מומלצים,500 גרם 29.2‏,29.2,,,,[],https://hahishook.com/product/%d7%a9%d7%a7%d7%93-%d7%9e%d7%95%d7%9c%d7%91%d7%9f-%d7%a9%d7%9c%d7%9d-2/,https://hahishook.com/wp-content/uploads/2023/12/netural-nuts_0000_%D7%A9%D7%A7%D7%93-%D7%9E%D7%95%D7%9C%D7%91%D7%9F-%D7%A9%D7%9C%D7%9D-324x324.jpg,True,🤍 ‎45.8‎₪ חסכון איך חישבנו? ראו פה + כמות של שקד מולבן שלם – הוספת 500 ג' שקד מולבן שלם 500 גרם 29.2‏₪ 5.84‏₪ /100 ג',2026-06-28T19:34:46.525540+00:00
hahishook,,שקד מולבן שלם,,מומלצים,,,,,,[],,,True,שקד מולבן שלם,2026-06-28T19:34:46.525540+00:00
hahishook,347591,שמן קוקוס,,מומלצים,1 ליטר,44.0,,344.96 ל-8 יחידות (‎,,[],https://hahishook.com/product/%d7%a9%d7%9e%d7%9f-%d7%a7%d7%95%d7%a7%d7%95%d7%a1/,https://hahishook.com/wp-content/uploads/2025/11/IMG_08052-324x324.jpg,True,"🤍 ‎39.74‎₪ חסכון איך חישבנו? ראו פה ‎324.96‎₪ חסכון איך חישבנו? ראו פה + כמות של שמן קוקוס – הוספה‎ לסל שמן קוקוס לא מזוכך, 1 ליטר ₪ 44.00 ‏4.4‏₪ /100 מ""ל ₪ 344.96 ל-8 יחידות (‎-2%)",2026-06-28T19:34:46.531155+00:00
hahishook,,שמן קוקוס,,מומלצים,,,,,,[],,,True,שמן קוקוס,2026-06-28T19:34:46.533965+00:00
hahishook,517324,אגוז פקאן ממות,,מומלצים,"400 גרם, טבעי",31.1,,761.95 ל-25 יחידות (‎,,[],https://hahishook.com/product/%d7%90%d7%92%d7%95%d7%96-%d7%a4%d7%a7%d7%90%d7%9f-%d7%9e%d7%9e%d7%95%d7%aa/,https://hahishook.com/wp-content/uploads/2026/03/7290020701022-%D7%90%D7%92%D7%95%D7%96-%D7%A4%D7%A7%D7%90%D7%9F-400-%D7%92%D7%A8%D7%9D-324x324.jpg,True,"🤍 ‎31.74‎₪ חסכון איך חישבנו? ראו פה ‎809.05‎₪ חסכון איך חישבנו? ראו פה + כמות של אגוז פקאן ממות – הוספה‎ לסל אגוז פקאן ממות 400 גרם, טבעי ₪ 31.10 ‏7.78‏₪ /100 ג' ₪ 761.95 ל-25 יחידות (‎-2%)",2026-06-28T19:34:46.539686+00:00
hahishook,,אגוז פקאן ממות,,מומלצים,,,,,,[],,,True,אגוז פקאן ממות,2026-06-28T19:34:46.541701+00:00
hahishook,24822,פקאן טבעי מזן פאוני,,מומלצים,500 גרם 42.8‏,42.8,,,,[],https://hahishook.com/product/%d7%a4%d7%a7%d7%90%d7%9f-%d7%98%d7%91%d7%a2%d7%99-%d7%a4%d7%90%d7%95%d7%a0%d7%99/,https://hahishook.com/wp-content/uploads/2023/04/%D7%A4%D7%A7%D7%90%D7%9F-%D7%A4%D7%90%D7%95%D7%A0%D7%99-smaller.png,True,🤍 ‎25.96‎₪ חסכון איך חישבנו? ראו פה + כמות של פקאן טבעי מזן פאוני – הוספת 500 ג' פקאן טבעי מזן פאוני 500 גרם 42.8‏₪ 8.56‏₪ /100 ג',2026-06-28T19:34:46.547596+00:00
hahishook,,פקאן טבעי מזן פאוני,,מומלצים,,,,,,[],,,True,פקאן טבעי מזן פאוני,2026-06-28T19:34:46.547596+00:00
hahishook,62687,אגוז מלך טבעי שבור,,מומלצים,"500 גרם, צ'אנדלר 16.5‏",16.5,,,,[],https://hahishook.com/product/%d7%90%d7%92%d7%95%d7%96-%d7%9e%d7%9c%d7%9a-%d7%98%d7%91%d7%a2%d7%99-%d7%a9%d7%91%d7%95%d7%a8/,https://hahishook.com/wp-content/uploads/2023/04/%D7%A9%D7%91%D7%95%D7%A8%D7%99%D7%9D-smaller-317x324.png,True,"🤍 ‎24.67‎₪ חסכון איך חישבנו? ראו פה + כמות של אגוז מלך טבעי שבור – הוספת 500 ג' אגוז מלך טבעי שבור 500 גרם, צ'אנדלר 16.5‏₪ ‏3.3‏₪ /100 ג'",2026-06-28T19:34:46.552000+00:00
hahishook,,אגוז מלך טבעי שבור,,מומלצים,,,,,,[],,,True,אגוז מלך טבעי שבור,2026-06-28T19:34:46.554102+00:00
hahishook,251406,חיתולים בייביסיטר מידה 6,,מומלצים,5 יחידות (‎-2%),25.8,,126.42 ל-5 יחידות (‎,,[],https://hahishook.com/product/%d7%97%d7%99%d7%aa%d7%95%d7%9c%d7%99%d7%9d-%d7%91%d7%99%d7%99%d7%91%d7%99%d7%a1%d7%99%d7%98%d7%a8-%d7%9e%d7%99%d7%93%d7%94-6/,https://hahishook.com/wp-content/uploads/2025/07/H_7290017088099-324x324.jpg,True,"🤍 ‎23.29‎₪ חסכון איך חישבנו? ראו פה ‎119.03‎₪ חסכון איך חישבנו? ראו פה + כמות של חיתולים בייביסיטר מידה 6 – הוספה‎ לסל חיתולים בייביסיטר מידה 6 מידה 16+ קילו, 30 חיתולים ₪ 25.80 ‏86‏אג'/יח' ₪ 126.42 ל-5 יחידות (‎-2%)",2026-06-28T19:34:46.558648+00:00
hahishook,,חיתולים בייביסיטר מידה 6,,מומלצים,,6.0,,,,[],,,True,חיתולים בייביסיטר מידה 6,2026-06-28T19:34:46.560666+00:00
hahishook,24826,אגוז קשיו טבעי,,מומלצים,500 גרם 22‏,22.0,,,,[],https://hahishook.com/product/%d7%a7%d7%a9%d7%99%d7%95-%d7%98%d7%91%d7%a2%d7%99-%d7%95%d7%99%d7%98%d7%a0%d7%90%d7%9d/,https://hahishook.com/wp-content/uploads/2022/12/30381201213_b66d8a6951_o-324x324.jpg,True,🤍 ‎22.5‎₪ חסכון איך חישבנו? ראו פה + כמות של אגוז קשיו טבעי – הוספת 500 ג' אגוז קשיו טבעי 500 גרם 22‏₪ 4.4‏₪ /100 ג',2026-06-28T19:34:46.566819+00:00
hahishook,,אגוז קשיו טבעי,,מומלצים,,,,,,[],,,True,אגוז קשיו טבעי,2026-06-28T19:34:46.568836+00:00
hahishook,517214,גרעיני דלעת קלופים,,מומלצים,"500 גרם, טבעי",10.6,,259.70 ל-25 יחידות (‎,,[],https://hahishook.com/product/%d7%92%d7%a8%d7%a2%d7%99%d7%a0%d7%99-%d7%93%d7%9c%d7%a2%d7%aa-%d7%a7%d7%9c%d7%95%d7%a4%d7%94-500/,https://hahishook.com/wp-content/uploads/2026/03/7290020701077-%D7%92%D7%A8%D7%A2%D7%99%D7%A0%D7%99-%D7%93%D7%9C%D7%A2%D7%AA-%D7%A7%D7%9C%D7%95%D7%A4%D7%99%D7%9D-500-%D7%92%D7%A8%D7%9D-324x324.jpg,True,"🤍 ‎21.04‎₪ חסכון איך חישבנו? ראו פה ‎531.3‎₪ חסכון איך חישבנו? ראו פה + כמות של גרעיני דלעת קלופים – הוספה‎ לסל גרעיני דלעת קלופים 500 גרם, טבעי ₪ 10.60 ‏2.12‏₪ /100 ג' ₪ 259.70 ל-25 יחידות (‎-2%)",2026-06-28T19:34:46.574866+00:00
hahishook,,גרעיני דלעת קלופים,,מומלצים,,,,,,[],,,True,גרעיני דלעת קלופים,2026-06-28T19:34:46.576888+00:00
hahishook,517321,שקד טבעי,,מומלצים,"500 גרם, טבעי",25.6,,627.20 ל-25 יחידות (‎,,[],https://hahishook.com/product/%d7%a9%d7%a7%d7%93-%d7%98%d7%91%d7%a2%d7%99-500/,https://hahishook.com/wp-content/uploads/2026/03/7290020701039-%D7%A9%D7%A7%D7%93-%D7%98%D7%91%D7%A2%D7%99-500-%D7%92%D7%A8%D7%9D-324x324.jpg,True,"🤍 ‎20.9‎₪ חסכון איך חישבנו? ראו פה ‎535.3‎₪ חסכון איך חישבנו? ראו פה + כמות של שקד טבעי – הוספה‎ לסל שקד טבעי 500 גרם, טבעי ₪ 25.60 ‏5.12‏₪ /100 ג' ₪ 627.20 ל-25 יחידות (‎-2%)",2026-06-28T19:34:46.584654+00:00
hahishook,,שקד טבעי,,מומלצים,,,,,,[],,,True,שקד טבעי,2026-06-28T19:34:46.586678+00:00
hahishook,486737,זרעי צ'יה,,מומלצים,"500 גרם, טבעי",9.7,,237.65 ל-25 יחידות (‎,,[],https://hahishook.com/product/%d7%a6%d7%99%d7%94-500/,https://hahishook.com/wp-content/uploads/2026/02/7290020701060-%D7%96%D7%A8%D7%A2%D7%99-%D7%A6%D7%99%D7%94-500-%D7%92%D7%A8%D7%9D-324x324.jpg,True,"🤍 ‎19.21‎₪ חסכון איך חישבנו? ראו פה ‎485.1‎₪ חסכון איך חישבנו? ראו פה + כמות של זרעי צ'יה – הוספה‎ לסל זרעי צ'יה 500 גרם, טבעי ₪ 9.70 ‏1.94‏₪ /100 ג' ₪ 237.65 ל-25 יחידות (‎-2%)",2026-06-28T19:34:46.591190+00:00
hahishook,,זרעי צ'יה,,מומלצים,,,,,,[],,,True,זרעי צ'יה,2026-06-28T19:34:46.593205+00:00
hahishook,517267,קמח שקדים (שקד טחון),,מומלצים,"400 גרם, טבעי",19.0,,465.50 ל-25 יחידות (‎,,[],https://hahishook.com/product/%d7%a7%d7%9e%d7%97-%d7%a9%d7%a7%d7%93%d7%99%d7%9d-%d7%a9%d7%a7%d7%93-%d7%98%d7%97%d7%95%d7%9f-400/,https://hahishook.com/wp-content/uploads/2026/03/7290020701008-%D7%A9%D7%A7%D7%93-%D7%98%D7%97%D7%95%D7%9F-400-%D7%92%D7%A8%D7%9D-324x324.jpg,True,"🤍 ‎18.73‎₪ חסכון איך חישבנו? ראו פה ‎477.75‎₪ חסכון איך חישבנו? ראו פה + כמות של קמח שקדים (שקד טחון) – הוספה‎ לסל קמח שקדים (שקד טחון) 400 גרם, טבעי ₪ 19.00 ‏4.75‏₪ /100 ג' ₪ 465.50 ל-25 יחידות (‎-2%)",2026-06-28T19:34:46.600548+00:00
hahishook,,קמח שקדים (שקד טחון),,מומלצים,,,,,,[],,,True,קמח שקדים (שקד טחון),2026-06-28T19:34:46.601502+00:00
hahishook,51845,חמאת שקד לבן טבעי,,מומלצים,700 גרם,50.2,,590.35 ל-12 יחידות (‎,,[],https://hahishook.com/product/%d7%97%d7%9e%d7%90%d7%aa-%d7%a9%d7%a7%d7%93-%d7%9c%d7%91%d7%9f-%d7%98%d7%91%d7%a2%d7%99/,https://hahishook.com/wp-content/uploads/2024/06/%D7%97%D7%9E%D7%90%D7%AA-%D7%A9%D7%A7%D7%93-324x324.jpg,True,"🤍 ‎18.37‎₪ חסכון איך חישבנו? ראו פה ‎232.49‎₪ חסכון איך חישבנו? ראו פה + כמות של חמאת שקד לבן טבעי – הוספה‎ לסל היססת פספסת מוצרים שהבאנו חד פעמית לאתר במחיר מיוחד בכמות גדולה. ככל שיהיה ביקוש נוכל לרכוש יותר ולהשיג מחירים שפויים יותר (לרוב מדובר במוצר שהמחיר שלו בשאר השנה מהספק גבוה, כך שלא משתלם ללקוחות שלנו) חמאת שקד לבן טבעי 700 גרם ₪ 50.20 ‏7.17‏₪ /100 ג' ₪ 590.35 ל-12 יחידות (‎-2%)",2026-06-28T19:34:46.608455+00:00
hahishook,,חמאת שקד לבן טבעי,,מומלצים,,,,,,[],,,True,חמאת שקד לבן טבעי,2026-06-28T19:34:46.610474+00:00
hahishook,636710,פיצוחים מעורב מובחר,,מומלצים,"350 גרם, מליחות מיוחדת",16.7,,163.66 ל-10 יחידות (‎,,[],https://hahishook.com/product/%d7%a4%d7%99%d7%a6%d7%95%d7%97%d7%99%d7%9d-%d7%9e%d7%a2%d7%95%d7%a8%d7%91-%d7%9e%d7%95%d7%91%d7%97%d7%a8/,https://hahishook.com/wp-content/uploads/2026/06/%D7%9E%D7%A2%D7%95%D7%A8%D7%91-%D7%9E%D7%95%D7%91%D7%97%D7%A8-350-%D7%92%D7%A8%D7%9D-7290003715299-1-324x324.jpg,True,"🤍 ‎18.16‎₪ חסכון איך חישבנו? ראו פה ‎184.94‎₪ חסכון איך חישבנו? ראו פה + כמות של פיצוחים מעורב מובחר – הוספה‎ לסל חדש פיצוחים מעורב מובחר 350 גרם, מליחות מיוחדת ₪ 16.70 ‏4.77‏₪ /100 ג' ₪ 163.66 ל-10 יחידות (‎-2%)",2026-06-28T19:34:46.626446+00:00
hahishook,,פיצוחים מעורב מובחר,,מומלצים,,,,,,[],,,True,פיצוחים מעורב מובחר,2026-06-28T19:34:46.626446+00:00
hahishook,109886,"סילאן טבעי, 100% תמרים",,מומלצים,900 גרם,13.3,,156.41 ל-12 יחידות (‎,,[],https://hahishook.com/product/%d7%a1%d7%99%d7%9c%d7%90%d7%9f-%d7%98%d7%91%d7%a2%d7%99-100-%d7%aa%d7%9e%d7%a8%d7%99%d7%9d-3/,https://hahishook.com/wp-content/uploads/2024/12/%D7%A1%D7%99%D7%9C%D7%90%D7%9F-900-324x324.png,True,"🤍 ‎16.58‎₪ חסכון איך חישבנו? ראו פה ‎202.15‎₪ חסכון איך חישבנו? ראו פה + כמות של סילאן טבעי, 100% תמרים – הוספה‎ לסל סילאן טבעי, 100% תמרים צנצנת זכוכית, 900 גרם ₪ 13.30 ‏1.48‏₪ /100 ג' ₪ 156.41 ל-12 יחידות (‎-2%)",2026-06-28T19:34:46.634820+00:00
hahishook,,"סילאן טבעי, 100% תמרים",,מומלצים,,100.0,,,,[],,,True,"סילאן טבעי, 100% תמרים",2026-06-28T19:34:46.634820+00:00
hahishook,517328,אגוז מלך חצאים,,מומלצים,"400 גרם, טבעי",15.3,,299.88 ל-20 יחידות (‎,,[],https://hahishook.com/product/%d7%90%d7%92%d7%95%d7%96-%d7%9e%d7%9c%d7%9a-%d7%97%d7%a6%d7%90%d7%99%d7%9d-400/,https://hahishook.com/wp-content/uploads/2026/03/7290020701015%D7%90%D7%92%D7%95%D7%96-%D7%9E%D7%9C%D7%9A-400-%D7%92%D7%A8%D7%9D-324x324.jpg,True,"🤍 ‎16.3‎₪ חסכון איך חישבנו? ראו פה ‎332.12‎₪ חסכון איך חישבנו? ראו פה + כמות של אגוז מלך חצאים – הוספה‎ לסל אגוז מלך חצאים 400 גרם, טבעי ₪ 15.30 ‏3.83‏₪ /100 ג' ₪ 299.88 ל-20 יחידות (‎-2%)",2026-06-28T19:34:46.644165+00:00
hahishook,,אגוז מלך חצאים,,מומלצים,,,,,,[],,,True,אגוז מלך חצאים,2026-06-28T19:34:46.644165+00:00
hahishook,270056,חיתולים בייביסיטר מידה 3,,מומלצים,"5 קילו, 50 חיתולים",25.8,,126.42 ל-5 יחידות (‎,,[],https://hahishook.com/product/%d7%97%d7%99%d7%aa%d7%95%d7%9c%d7%99%d7%9d-%d7%91%d7%99%d7%99%d7%91%d7%99%d7%a1%d7%99%d7%98%d7%a8-%d7%9e%d7%99%d7%93%d7%94-3/,https://hahishook.com/wp-content/uploads/2025/08/H_7290017088051-324x324.jpg,True,"🤍 ‎14.94‎₪ חסכון איך חישבנו? ראו פה ‎77.28‎₪ חסכון איך חישבנו? ראו פה + כמות של חיתולים בייביסיטר מידה 3 – הוספה‎ לסל חיתולים בייביסיטר מידה 3 למשקל 9-5 קילו, 50 חיתולים ₪ 25.80 ‏64.5‏אג'/יח' ₪ 126.42 ל-5 יחידות (‎-2%)",2026-06-28T19:34:46.657241+00:00
hahishook,,חיתולים בייביסיטר מידה 3,,מומלצים,,3.0,,,,[],,,True,חיתולים בייביסיטר מידה 3,2026-06-28T19:34:46.657241+00:00
hahishook,517215,גרעיני חמניה קלופים,,מומלצים,"500 גרם, טבעי",6.0,,147.00 ל-25 יחידות (‎,,[],https://hahishook.com/product/%d7%92%d7%a8%d7%a2%d7%99%d7%a0%d7%99-%d7%97%d7%9e%d7%a0%d7%99%d7%94-500/,https://hahishook.com/wp-content/uploads/2026/03/7290020701084-%D7%92%D7%A8%D7%A2%D7%99%D7%A0%D7%99-%D7%97%D7%9E%D7%A0%D7%99%D7%94-%D7%A7%D7%9C%D7%95%D7%A4%D7%99%D7%9D-500-%D7%92%D7%A8%D7%9D-324x324.jpg,True,"🤍 ‎14.27‎₪ חסכון איך חישבנו? ראו פה ‎359.75‎₪ חסכון איך חישבנו? ראו פה + כמות של גרעיני חמניה קלופים – הוספה‎ לסל גרעיני חמניה קלופים 500 גרם, טבעי ₪ 6.00 ‏1.2‏₪ /100 ג' ₪ 147.00 ל-25 יחידות (‎-2%)",2026-06-28T19:34:46.664211+00:00
hahishook,,גרעיני חמניה קלופים,,מומלצים,,,,,,[],,,True,גרעיני חמניה קלופים,2026-06-28T19:34:46.665786+00:00
hahishook,365,צנוברים טבעיים,,מומלצים,200 גרם 28‏,28.0,,372.00 ל-50 יחידות (‎,,[],https://hahishook.com/product/%d7%a6%d7%a0%d7%95%d7%91%d7%a8%d7%99%d7%9d-%d7%98%d7%91%d7%a2%d7%99%d7%99%d7%9d-200-%d7%92%d7%a8/,https://hahishook.com/wp-content/uploads/2023/04/%D7%A6%D7%A0%D7%95%D7%91%D7%A8-smaller.png,True,"🤍 ‎14.25‎₪ חסכון איך חישבנו? ראו פה ‎740.5‎₪ חסכון איך חישבנו? ראו פה + כמות של צנוברים טבעיים – הוספת 200 ג' צנוברים טבעיים 200 גרם 28‏₪ ‏14‏₪ /100 ג' ₪ 1,372.00 ל-50 יחידות (‎-2%)",2026-06-28T19:34:46.672965+00:00
hahishook,,צנוברים טבעיים,,מומלצים,,,,,,[],,,True,צנוברים טבעיים,2026-06-28T19:34:46.673512+00:00
hahishook,1326,שמן זית כתית מעולה,,מומלצים,12 יחידות (‎-2%),27.0,,317.52 ל-12 יחידות (‎,,[],https://hahishook.com/product/%d7%a9%d7%9e%d7%9f-%d7%96%d7%99%d7%aa-%d7%9b%d7%aa%d7%99%d7%aa-%d7%9e%d7%a2%d7%95%d7%9c%d7%94/,https://hahishook.com/wp-content/uploads/2023/04/7290106774513-1-324x324.jpg,True,"🤍 ‎13.22‎₪ חסכון איך חישבנו? ראו פה ‎165.12‎₪ חסכון איך חישבנו? ראו פה + כמות של שמן זית כתית מעולה – הוספה‎ לסל שמן זית כתית מעולה 750 מ""ל שקד תבור ₪ 27.00 ‏3.6‏₪ /100 מ""ל ₪ 317.52 ל-12 יחידות (‎-2%)",2026-06-28T19:34:46.679213+00:00
hahishook,,שמן זית כתית מעולה,,מומלצים,,,,,,[],,,True,שמן זית כתית מעולה,2026-06-28T19:34:46.680539+00:00
hahishook,251057,חיתולים בייביסיטר מידה 4+,,מומלצים,"16 קילו, 38 חיתולים",25.8,,126.42 ל-5 יחידות (‎,,[],https://hahishook.com/product/%d7%97%d7%99%d7%aa%d7%95%d7%9c%d7%99%d7%9d-%d7%91%d7%99%d7%99%d7%91%d7%99%d7%a1%d7%99%d7%98%d7%a8-%d7%9e%d7%99%d7%93%d7%94-4/,https://hahishook.com/wp-content/uploads/2025/07/H_7290017088075-324x324.jpg,True,"🤍 ‎12.62‎₪ חסכון איך חישבנו? ראו פה ‎65.68‎₪ חסכון איך חישבנו? ראו פה + כמות של חיתולים בייביסיטר מידה 4+ – הוספה‎ לסל חיתולים בייביסיטר מידה 4+ מידה 10-16 קילו, 38 חיתולים ₪ 25.80 ‏67.89‏אג'/יח' ₪ 126.42 ל-5 יחידות (‎-2%)",2026-06-28T19:34:46.686514+00:00
hahishook,,חיתולים בייביסיטר מידה 4+,,מומלצים,,4.0,,,,[],,,True,חיתולים בייביסיטר מידה 4+,2026-06-28T19:34:46.687532+00:00
hahishook,125770,שוקולה אבקת שוקו,,מומלצים,850 גרם,10.7,,125.83 ל-12 יחידות (‎,,[],https://hahishook.com/product/%d7%a9%d7%95%d7%a7%d7%95-%d7%9b%d7%99%d7%a3/,https://hahishook.com/wp-content/uploads/2025/01/7290014088962-324x324.jpg,True,🤍 ‎11.14‎₪ חסכון איך חישבנו? ראו פה ‎136.25‎₪ חסכון איך חישבנו? ראו פה + כמות של שוקולה אבקת שוקו – הוספה‎ לסל שוקולה אבקת שוקו 850 גרם ₪ 10.70 ‏1.26‏₪ /100 ג' ₪ 125.83 ל-12 יחידות (‎-2%),2026-06-28T19:34:46.693757+00:00
hahishook,,שוקולה אבקת שוקו,,מומלצים,,,,,,[],,,True,שוקולה אבקת שוקו,2026-06-28T19:34:46.694301+00:00
hahishook,63179,כמון טחון,,מומלצים,80 גרם,3.2,,31.36 ל-10 יחידות (‎,,[],https://hahishook.com/product/%d7%9b%d7%9e%d7%95%d7%9f/,https://hahishook.com/wp-content/uploads/2024/07/11204-324x324.jpg,True,🤍 ‎11.04‎₪ חסכון איך חישבנו? ראו פה ‎111.04‎₪ חסכון איך חישבנו? ראו פה + כמות של כמון טחון – הוספה‎ לסל כמון טחון 80 גרם ₪ 3.20 ‏4‏₪ /100 ג' ₪ 31.36 ל-10 יחידות (‎-2%),2026-06-28T19:34:46.700457+00:00
hahishook,,כמון טחון,,מומלצים,,,,,,[],,,True,כמון טחון,2026-06-28T19:34:46.702475+00:00
hahishook,340882,בייגלה רשתות עם מלח,,מומלצים,"200 גרם, פרווה",3.0,,58.80 ל-20 יחידות (‎,,[],https://hahishook.com/product/%d7%91%d7%99%d7%99%d7%92%d7%9c%d7%94-%d7%a8%d7%a9%d7%aa%d7%95%d7%aa-%d7%a2%d7%9d-%d7%9e%d7%9c%d7%97/,https://hahishook.com/wp-content/uploads/2025/10/7290018790052_%D7%91%D7%99%D7%99%D7%92%D7%9C%D7%94-%D7%A8%D7%A9%D7%AA%D7%95%D7%AA-%D7%9E%D7%9C%D7%97-200%D7%92-324x324.jpg,True,"🤍 ‎10.93‎₪ חסכון איך חישבנו? ראו פה ‎219.8‎₪ חסכון איך חישבנו? ראו פה + כמות של בייגלה רשתות עם מלח – הוספה‎ לסל בייגלה רשתות עם מלח 200 גרם, פרווה ₪ 3.00 ‏1.5‏₪ /100 ג' ₪ 58.80 ל-20 יחידות (‎-2%)",2026-06-28T19:34:46.709063+00:00
hahishook,,בייגלה רשתות עם מלח,,מומלצים,,,,,,[],,,True,בייגלה רשתות עם מלח,2026-06-28T19:34:46.710003+00:00
hahishook,384821,אבקת קקאו,,מומלצים,300 גרם,13.8,,324.58 ל-24 יחידות (‎,,[],https://hahishook.com/product/%d7%90%d7%91%d7%a7%d7%aa-%d7%a7%d7%a7%d7%90%d7%95-3/,https://hahishook.com/wp-content/uploads/2026/02/WhatsApp-Image-2025-12-04-at-11.01.25-324x324.jpg,True,🤍 ‎10.22‎₪ חסכון איך חישבנו? ראו פה ‎251.9‎₪ חסכון איך חישבנו? ראו פה + כמות של אבקת קקאו – הוספה‎ לסל אבקת קקאו 300 גרם ₪ 13.80 ‏4.6‏₪ /100 ג' ₪ 324.58 ל-24 יחידות (‎-2%),2026-06-28T19:34:46.719264+00:00
hahishook,,אבקת קקאו,,מומלצים,,,,,,[],,,True,אבקת קקאו,2026-06-28T19:34:46.720725+00:00
hahishook,189944,פדים להסרת איפור,,מומלצים,80 יח׳,11.4,,335.16 ל-30 יחידות (‎,,[],https://hahishook.com/product/%d7%a4%d7%93%d7%99%d7%9d-%d7%9c%d7%94%d7%a1%d7%a8%d7%aa-%d7%90%d7%99%d7%a4%d7%95%d7%a8/,https://hahishook.com/wp-content/uploads/2025/04/7290120320161.b197b0-324x324.webp,True,🤍 ‎9.89‎₪ חסכון איך חישבנו? ראו פה ‎303.54‎₪ חסכון איך חישבנו? ראו פה + כמות של פדים להסרת איפור – הוספה‎ לסל פדים להסרת איפור 3 חבילות. בכל חבילה 80 יח׳ ₪ 11.40 ‏4.75‏אג'/יח' ₪ 335.16 ל-30 יחידות (‎-2%),2026-06-28T19:34:46.727219+00:00
hahishook,,פדים להסרת איפור,,מומלצים,,,,,,[],,,True,פדים להסרת איפור,2026-06-28T19:34:46.727219+00:00
hahishook,178225,אורז בסמטי,,מומלצים,1 ק״ג,6.3,,123.48 ל-20 יחידות (‎,,[],https://hahishook.com/product/%d7%90%d7%95%d7%a8%d7%96-%d7%91%d7%a1%d7%9e%d7%98%d7%99-2/,https://hahishook.com/wp-content/uploads/2025/04/%D7%9C%D7%9C%D7%90-%D7%A9%D7%9D-324x324.jpg,True,🤍 ‎9.85‎₪ חסכון איך חישבנו? ראו פה ‎199.52‎₪ חסכון איך חישבנו? ראו פה + כמות של אורז בסמטי – הוספה‎ לסל אורז בסמטי 1 ק״ג ₪ 6.30 ‏0.63‏₪ /100 ג' ₪ 123.48 ל-20 יחידות (‎-2%),2026-06-28T19:34:46.734290+00:00
hahishook,,אורז בסמטי,,מומלצים,,,,,,[],,,True,אורז בסמטי,2026-06-28T19:34:46.734290+00:00
hahishook,235138,"סילאן טבעי, 100% תמרים",,מומלצים,470 גרם,10.6,,124.66 ל-12 יחידות (‎,,[],https://hahishook.com/product/%d7%a1%d7%99%d7%9c%d7%90%d7%9f-%d7%98%d7%91%d7%a2%d7%99-100-%d7%aa%d7%9e%d7%a8%d7%99%d7%9d-4/,https://hahishook.com/wp-content/uploads/2025/06/7290120320741.b197b0-324x324.webp,True,"🤍 ‎9.38‎₪ חסכון איך חישבנו? ראו פה ‎115.1‎₪ חסכון איך חישבנו? ראו פה + כמות של סילאן טבעי, 100% תמרים – הוספה‎ לסל סילאן טבעי, 100% תמרים בקבוק לחיץ, 470 גרם ₪ 10.60 ‏2.26‏₪ /100 ג' ₪ 124.66 ל-12 יחידות (‎-2%)",2026-06-28T19:34:46.743186+00:00
hahishook,235210,טונה במי מלח,,מומלצים,"4 ג׳ לפני סינון, תומר",14.8,,174.05 ל-12 יחידות (‎,,[],https://hahishook.com/product/%d7%98%d7%95%d7%a0%d7%94-%d7%91%d7%9e%d7%99-%d7%9e%d7%9c%d7%97-2/,https://hahishook.com/wp-content/uploads/2023/09/file-1-324x324.jpg,True,"🤍 ‎9.13‎₪ חסכון איך חישבנו? ראו פה ‎113.11‎₪ חסכון איך חישבנו? ראו פה + כמות של טונה במי מלח – הוספה‎ לסל טונה במי מלח רביעיה, 140*4 ג׳ לפני סינון, תומר ₪ 14.80 ‏3.78‏₪ /100 ג' ₪ 174.05 ל-12 יחידות (‎-2%)",2026-06-28T19:34:46.751577+00:00
hahishook,,טונה במי מלח,,מומלצים,,,,,,[],,,True,טונה במי מלח,2026-06-28T19:34:46.753593+00:00
